Timestamp,Source_Node_ID,RSSI_dBm,Noise_Floor_dBm,PDR_Percentage,Packet_Drop_Count,Bit_Error_Rate,Throughput_Kbps,Jitter_ms,Label,SNR_dB,Class_ID
1764624917.4713166,24,-51.47,-92.66,97.75,0,0.0008834632829493716,255.96,9.21,Normal,41.18,0
1764624901.7713165,23,-44.31,-89.07,95.32,0,0.0007059306458381426,219.05,2.64,Normal,44.76,0
1764623762.6713166,28,-45.34,-90.71,99.13,0,0.0007099928449956956,224.79,7.24,Normal,45.37,0
1764625050.5713167,43,-28.27,-89.31,90.86,5,0.00427823002448499,253.89,129.22,Spoofing,61.04,2
1764624643.0713167,30,-75.39,-55.47,6.47,61,0.1879434550406417,7.51,247.03,Jamming,-19.92,1
1764623393.5713167,15,-39.15,-89.65,95.73,0,0.00011841858258371193,251.33,7.6,Normal,50.5,0
1764624189.8713167,31,-46.96,-90.06,95.37,0,0.0007611534706773904,280.61,5.1,Normal,43.1,0
1764624926.1713166,20,-65.41,-45.1,19.51,69,0.18390496540631723,19.62,182.27,Jamming,-20.31,1
1764625114.8713167,14,-53.64,-50.36,28.36,71,0.14860810649659864,9.66,352.48,Jamming,-3.27,1
1764624066.6713166,29,-46.24,-87.35,95.95,0,0.0002822507818130229,240.42,6.8,Normal,41.1,0
1764624887.6713166,36,-80.21,-54.4,28.29,79,0.18135656420077245,11.05,127.54,Jamming,-25.82,1
1764624175.9713166,48,-49.89,-50.85,19.42,54,0.26106361788317217,9.3,372.98,Jamming,0.97,1
1764625064.8713167,4,-51.3,-90.15,96.93,0,0.0005576909915506499,240.41,7.58,Normal,38.85,0
1764623647.9713166,5,-41.99,-87.9,96.86,0,0.0009243715567549338,262.88,5.54,Normal,45.92,0
1764625005.2713165,17,-45.53,-91.32,95.88,0,0.00043582045919120764,270.49,5.78,Normal,45.79,0
1764623863.7713165,20,-39.46,-86.92,95.52,0,0.0006400298477802754,220.09,9.78,Normal,47.46,0
1764624792.9713166,37,-30.61,-88.72,86.3,3,0.003039421723811705,316.04,59.23,Spoofing,58.11,2
1764623997.7713165,5,-64.41,-45.96,5.88,95,0.23862365475781763,15.98,163.29,Jamming,-18.46,1
1764625043.9713166,12,-44.1,-88.14,95.11,0,0.000572359673085476,261.95,2.97,Normal,44.03,0
1764624896.7713165,33,-64.62,-43.95,5.92,65,0.13303786282488667,10.69,288.01,Jamming,-20.68,1
1764624237.3713167,44,-43.57,-92.48,98.59,0,0.0002467867194379641,226.79,7.99,Normal,48.91,0
1764625152.2713165,46,-36.44,-89.75,98.25,0,0.000439563380510041,267.99,7.66,Normal,53.31,0
1764624434.9713166,7,-44.11,-89.62,96.76,0,0.00026933116243091343,290.25,3.26,Normal,45.51,0
1764624106.1713166,12,-46.37,-84.78,95.43,0,0.0002472485481550661,246.46,1.65,Normal,38.42,0
1764623379.5713167,37,-47.24,-93.02,99.8,0,0.0006750316109979501,246.99,7.89,Normal,45.78,0
1764624345.4713166,40,-45.54,-90.2,99.64,0,0.0006668822725851241,259.01,2.34,Normal,44.66,0
1764624515.4713166,38,-36.4,-92.6,97.29,0,0.0007453133398112513,231.19,8.9,Normal,56.2,0
1764623506.4713166,1,-43.77,-93.13,97.47,0,0.0005909779832383189,235.62,8.82,Normal,49.36,0
1764623273.3713167,18,-36.68,-50.83,17.56,58,0.1898069962173433,12.82,429.47,Jamming,14.14,1
1764623331.3713167,14,-46.26,-87.52,99.33,0,0.0009425017323812791,253.03,8.49,Normal,41.26,0
1764624174.0713167,12,-49.22,-91.18,98.71,0,0.00024388240554401922,232.4,8.48,Normal,41.96,0
1764624040.1713166,3,-44.46,-88.19,97.56,0,0.00045889619346729343,239.57,4.97,Normal,43.74,0
1764623450.9713166,13,-40.74,-92.35,98.27,0,0.0003836373080980747,241.35,8.66,Normal,51.61,0
1764623589.9713166,47,-31.76,-92.08,83.74,9,0.00907049041640649,242.27,53.5,Spoofing,60.32,2
1764624879.3713167,33,-41.41,-90.0,95.58,0,0.0001622042316499078,261.42,6.02,Normal,48.59,0
1764623684.7713165,42,-31.03,-89.11,90.2,8,0.006390054255287104,311.52,139.57,Spoofing,58.08,2
1764623484.7713165,25,-49.54,-44.73,9.44,74,0.24548788309581032,4.41,272.3,Jamming,-4.81,1
1764623166.2713165,16,-45.38,-92.29,98.89,0,0.00023680265156358264,230.32,5.88,Normal,46.91,0
1764623591.5713167,36,-43.62,-93.31,97.29,0,0.0005642050255183709,275.34,2.96,Normal,49.68,0
1764623761.7713165,19,-45.22,-48.8,4.79,96,0.1305392688192171,8.62,347.86,Jamming,3.58,1
1764623599.4713166,47,-73.5,-52.69,1.22,86,0.11366629046736812,15.11,492.95,Jamming,-20.81,1
1764623666.0713167,41,-65.86,-41.96,22.73,62,0.20906656054739303,5.87,168.39,Jamming,-23.91,1
1764625020.9713166,5,-33.45,-90.76,85.91,2,0.005973807255162881,337.36,115.87,Spoofing,57.31,2
1764624139.3713167,37,-50.06,-88.39,96.75,0,0.000752774725062368,259.03,7.91,Normal,38.32,0
1764624881.3713167,31,-45.2,-87.57,95.78,0,0.000612924091820152,262.92,4.89,Normal,42.36,0
1764623264.1713166,3,-42.6,-90.0,99.32,0,0.0007835437410039965,262.23,6.88,Normal,47.4,0
1764624875.4713166,15,-42.83,-87.03,99.97,0,0.00041806469088136536,265.45,8.94,Normal,44.2,0
1764624174.5713167,37,-47.53,-94.28,98.64,0,0.0006017362485962231,263.78,8.84,Normal,46.75,0
1764624844.1713166,17,-38.22,-89.7,95.95,0,0.0007425026610902866,259.75,8.5,Normal,51.48,0
1764625005.1713166,21,-49.84,-86.9,99.67,0,0.00033121982363006324,244.58,6.06,Normal,37.06,0
1764624640.4713166,21,-45.6,-89.11,95.55,0,0.00020178719589525817,253.74,1.51,Normal,43.51,0
1764623401.3713167,17,-38.56,-87.37,99.57,0,0.0008461193348062442,286.96,1.12,Normal,48.81,0
1764624251.1713166,12,-62.78,-46.21,27.01,69,0.2980101521052445,2.86,104.53,Jamming,-16.57,1
1764623454.2713165,27,-52.63,-91.83,99.75,0,0.000991280276894214,225.2,2.67,Normal,39.2,0
1764625017.5713167,21,-53.23,-90.38,97.12,0,0.0007615908591925716,246.21,9.1,Normal,37.15,0
1764624653.1713166,5,-30.24,-92.25,83.93,9,0.0043588201201936365,304.02,75.22,Spoofing,62.02,2
1764624340.0713167,25,-49.33,-85.79,96.66,0,0.0003267479546036213,258.43,1.74,Normal,36.46,0
1764623649.4713166,43,-45.95,-89.56,98.45,0,0.0005145534670821987,277.03,6.31,Normal,43.61,0
1764623971.8713167,10,-43.06,-88.96,98.48,0,0.0001014647914918091,248.59,4.16,Normal,45.9,0
1764624604.6713166,14,-45.42,-91.19,97.07,0,0.0008062104086980109,249.99,3.74,Normal,45.77,0
1764623388.0713167,21,-40.63,-89.83,98.75,0,0.00024063622023056595,271.96,2.82,Normal,49.19,0
1764623327.1713166,25,-37.04,-91.06,99.38,0,0.0009265382225606945,281.71,5.06,Normal,54.01,0
1764623716.5713167,37,-47.29,-92.1,98.93,0,0.000467680168265758,234.86,2.39,Normal,44.81,0
1764623434.8713167,16,-76.89,-60.5,11.3,91,0.23969542800403154,16.84,353.59,Jamming,-16.39,1
1764623743.8713167,26,-66.94,-57.82,13.47,76,0.261842278684939,14.64,274.95,Jamming,-9.12,1
1764623978.6713166,46,-50.57,-49.02,20.12,62,0.23305288092203294,9.97,296.69,Jamming,-1.55,1
1764624800.6713166,33,-29.87,-91.7,80.69,6,0.007448471031034537,271.93,125.6,Spoofing,61.83,2
1764623792.4713166,30,-46.24,-88.55,96.55,0,0.0005321082223204936,233.72,3.64,Normal,42.31,0
1764624339.0713167,16,-47.51,-89.59,97.69,0,0.0008993534291246513,251.75,8.39,Normal,42.09,0
1764623768.2713165,10,-37.56,-92.84,96.36,0,0.0006479749276763878,271.93,9.44,Normal,55.28,0
1764623425.7713165,38,-45.72,-90.04,96.17,0,0.00028163780300217295,246.25,9.2,Normal,44.32,0
1764623821.2713165,38,-60.83,-57.06,4.72,86,0.2297904528503146,11.95,451.32,Jamming,-3.77,1
1764623183.6713166,17,-61.25,-42.94,25.06,96,0.12271469706302736,9.63,262.67,Jamming,-18.31,1
1764623219.5713167,18,-45.31,-89.2,98.05,0,0.0006785999782788184,237.23,6.76,Normal,43.89,0
1764624575.0713167,34,-42.73,-89.14,95.5,0,0.0006418489851269582,267.17,3.65,Normal,46.41,0
1764623707.7713165,2,-49.77,-51.52,2.45,93,0.17278896268608823,9.96,365.04,Jamming,1.75,1
1764624123.9713166,13,-45.27,-92.69,96.8,0,0.0006955774701205304,267.92,3.9,Normal,47.42,0
1764623759.2713165,26,-55.36,-45.78,13.23,56,0.13656992397288556,10.76,133.09,Jamming,-9.58,1
1764623954.4713166,40,-52.4,-87.5,95.44,0,0.0006129241517931983,274.59,2.06,Normal,35.1,0
1764624259.3713167,28,-29.68,-93.12,88.69,6,0.0038156269325659723,236.03,72.32,Spoofing,63.44,2
1764624814.7713165,20,-47.48,-90.67,96.44,0,0.0008408830725732339,219.55,9.57,Normal,43.19,0
1764623257.0713167,4,-43.86,-91.11,97.83,0,0.0007410323589421466,258.97,4.93,Normal,47.25,0
1764625075.4713166,47,-40.54,-89.93,98.05,0,0.00041022972612591457,239.91,7.14,Normal,49.39,0
1764624525.3713167,1,-44.41,-88.03,95.78,0,0.0003111042861780119,259.6,3.98,Normal,43.63,0
1764623889.4713166,17,-47.05,-87.98,98.51,0,0.0007648014641738939,248.17,6.46,Normal,40.93,0
1764624102.0713167,18,-55.78,-46.66,23.51,72,0.17692129856915664,0.0,230.84,Jamming,-9.12,1
1764624683.2713165,19,-44.41,-88.9,97.05,0,0.0009375251166406429,239.36,8.35,Normal,44.49,0
1764624047.5713167,44,-43.8,-87.83,96.52,0,0.0004309644693645582,262.07,8.73,Normal,44.03,0
1764623169.4713166,21,-43.34,-90.95,99.33,0,0.0003527412013610573,274.57,5.46,Normal,47.61,0
1764624135.9713166,46,-62.65,-47.76,14.45,92,0.26539527516765815,8.29,268.61,Jamming,-14.89,1
1764624492.4713166,3,-42.13,-85.74,99.93,0,0.0009080754928568721,249.49,8.24,Normal,43.6,0
1764623854.8713167,23,-72.33,-51.7,4.42,93,0.1276863445862545,2.92,101.96,Jamming,-20.64,1
1764624900.6713166,15,-39.33,-92.65,96.22,0,0.00012282339130537933,226.53,1.16,Normal,53.32,0
1764623569.8713167,32,-43.8,-91.99,96.4,0,0.0008176878560815518,258.06,1.5,Normal,48.19,0
1764625091.1713166,9,-48.41,-90.45,96.28,0,0.0005011302413020886,253.9,4.77,Normal,42.04,0
1764623315.1713166,8,-50.72,-46.23,27.14,69,0.1168755987559317,6.13,320.76,Jamming,-4.49,1
1764623348.3713167,28,-49.21,-86.97,95.75,0,0.0003048246912272695,241.65,7.81,Normal,37.76,0
1764624309.1713166,10,-38.15,-89.93,95.35,0,0.00023330957043228936,240.31,6.22,Normal,51.78,0
1764624627.4713166,36,-27.82,-89.3,89.08,4,0.005482695609558378,296.23,84.72,Spoofing,61.48,2
1764624495.9713166,40,-47.91,-90.27,95.67,0,0.0008225237443069714,229.98,9.0,Normal,42.36,0
1764625121.9713166,4,-47.24,-88.1,96.98,0,0.0006280815492862227,253.31,6.04,Normal,40.85,0
1764623897.9713166,49,-42.18,-93.0,95.36,0,0.00013741019697158143,264.39,3.94,Normal,50.82,0
1764624624.0713167,10,-52.52,-90.45,99.16,0,0.000746031210849256,273.84,2.99,Normal,37.93,0
1764623646.1713166,44,-45.0,-88.84,98.71,0,0.0008988371401154304,252.58,6.72,Normal,43.84,0
1764624965.4713166,41,-49.16,-87.78,97.3,0,0.0004924398386072998,273.78,5.28,Normal,38.62,0
1764623663.8713167,18,-45.72,-90.11,96.66,0,0.0006806250035413839,238.65,8.18,Normal,44.4,0
1764623526.8713167,44,-47.78,-90.32,99.54,0,0.0005699579854303166,250.62,8.05,Normal,42.54,0
1764624648.8713167,38,-53.01,-89.69,99.87,0,0.0005527850766530202,285.73,3.86,Normal,36.68,0
1764624659.8713167,6,-48.74,-42.57,25.82,81,0.16271635065947893,14.21,354.58,Jamming,-6.17,1
1764623493.3713167,11,-35.7,-90.75,98.44,0,0.0004612535001045345,239.61,6.94,Normal,55.05,0
1764623167.9713166,47,-44.89,-89.72,96.45,0,0.00019023159327167418,230.11,3.39,Normal,44.82,0
1764624661.3713167,30,-27.77,-89.6,90.57,3,0.0011260373589392174,240.2,129.48,Spoofing,61.84,2
1764623367.2713165,27,-50.65,-90.86,96.33,0,0.0005054353075237613,241.25,4.27,Normal,40.21,0
1764624521.7713165,9,-46.09,-89.21,97.72,0,0.00032938481282540155,234.15,6.12,Normal,43.12,0
1764623626.1713166,37,-42.86,-91.11,97.33,0,0.0009300958483540784,194.44,8.95,Normal,48.25,0
1764624873.6713166,29,-51.74,-87.66,96.1,0,0.00024277569881018152,216.51,9.21,Normal,35.92,0
1764623835.7713165,39,-54.65,-56.45,17.25,98,0.22072317861739219,5.99,402.24,Jamming,1.8,1
1764624887.5713167,13,-30.8,-91.2,89.02,5,0.0063326562814128885,143.11,125.48,Spoofing,60.4,2
1764623501.1713166,50,-47.44,-86.99,97.25,0,0.0005524139169597945,268.4,9.01,Normal,39.56,0
1764624042.9713166,46,-56.28,-89.14,97.22,0,0.0006355673740247908,225.35,3.59,Normal,32.86,0
1764624389.5713167,23,-79.41,-54.85,3.62,98,0.11982124185585163,20.22,445.71,Jamming,-24.56,1
1764624015.1713166,38,-38.96,-91.7,99.53,0,0.0008885630718442964,260.03,2.88,Normal,52.74,0
1764625120.9713166,22,-44.9,-90.55,96.24,0,0.0002740536554278839,245.6,7.42,Normal,45.65,0
1764623724.5713167,49,-40.34,-85.82,97.51,0,0.00029584597860458423,241.28,5.63,Normal,45.48,0
1764624225.5713167,17,-42.4,-87.71,98.83,0,0.0003269202887123989,235.27,8.78,Normal,45.3,0
1764623193.9713166,13,-55.92,-60.19,12.33,63,0.14067436462725158,1.33,310.6,Jamming,4.27,1
1764623715.0713167,5,-45.71,-90.95,99.05,0,0.000580983017402024,242.76,9.56,Normal,45.24,0
1764624572.0713167,29,-55.8,-52.51,16.9,71,0.11957641061152002,15.94,169.33,Jamming,-3.29,1
1764623813.2713165,49,-52.52,-87.4,99.97,0,0.0007207284187721586,228.15,1.62,Normal,34.88,0
1764624143.5713167,36,-42.0,-86.87,95.52,0,0.0005445259646173427,245.9,3.47,Normal,44.87,0
1764623799.7713165,9,-69.3,-48.99,21.91,55,0.21882839966116094,5.33,460.91,Jamming,-20.31,1
1764623908.2713165,14,-52.9,-89.78,99.4,0,0.0003327853354210238,232.13,6.13,Normal,36.88,0
1764623943.0713167,43,-66.4,-57.27,24.49,79,0.21049493593268548,12.12,116.55,Jamming,-9.14,1
1764623497.5713167,23,-43.85,-87.99,96.56,0,0.0006559478868266126,220.1,8.38,Normal,44.14,0
1764624883.7713165,14,-41.56,-93.67,96.66,0,0.0006290650724999374,223.0,1.91,Normal,52.11,0
1764624088.5713167,38,-31.88,-90.05,88.05,1,0.006644540929781797,332.83,63.13,Spoofing,58.17,2
1764623332.8713167,43,-40.44,-92.44,98.0,0,0.0008838457458526023,236.72,4.24,Normal,52.0,0
1764623566.1713166,48,-52.72,-89.62,99.74,0,0.00013400840615378906,251.87,9.97,Normal,36.9,0
1764624687.5713167,32,-48.29,-89.46,96.49,0,0.00016450090705456616,260.55,5.13,Normal,41.17,0
1764623533.9713166,38,-36.83,-88.08,98.14,0,0.0006360929671468305,191.28,8.46,Normal,51.26,0
1764623676.8713167,25,-46.69,-91.79,98.6,0,0.000504337984709094,256.36,2.53,Normal,45.1,0
1764623280.5713167,15,-38.47,-87.22,97.79,0,0.00017348267546761324,269.48,3.36,Normal,48.75,0
1764624600.1713166,17,-50.11,-89.04,96.02,0,0.00044108808834768286,268.87,3.22,Normal,38.93,0
1764623248.2713165,24,-66.88,-47.57,28.04,57,0.12123579021169235,13.21,351.24,Jamming,-19.31,1
1764624950.1713166,38,-42.85,-89.31,99.5,0,0.0006659334142745838,230.19,9.75,Normal,46.46,0
1764623841.7713165,38,-49.16,-89.18,97.57,0,0.0003020641294321463,237.9,4.03,Normal,40.02,0
1764625132.9713166,47,-71.36,-51.01,4.86,75,0.18923417250897123,8.53,445.43,Jamming,-20.35,1
1764624873.2713165,42,-55.84,-54.3,11.9,77,0.12536192114969244,7.35,197.14,Jamming,-1.54,1
1764624181.7713165,49,-44.22,-91.24,99.94,0,0.0007641353786750053,223.45,7.25,Normal,47.02,0
1764624732.5713167,23,-29.5,-88.13,88.64,5,0.002741709302808969,297.48,137.59,Spoofing,58.62,2
1764624471.6713166,19,-47.03,-89.87,97.78,0,0.00034918988687487234,272.38,1.13,Normal,42.85,0
1764623337.0713167,4,-29.33,-89.97,91.24,1,0.0014274130379557212,224.37,59.64,Spoofing,60.64,2
1764623198.5713167,22,-43.67,-91.77,95.64,0,0.0008395995922288252,278.96,2.47,Normal,48.1,0
1764623340.8713167,38,-48.52,-89.88,98.17,0,0.0001104209305791072,240.46,5.55,Normal,41.36,0
1764624278.7713165,28,-53.24,-88.98,95.97,0,0.0009545034501774402,260.35,9.75,Normal,35.73,0
1764624864.3713167,17,-84.86,-55.04,26.0,94,0.20816689609456673,12.17,262.22,Jamming,-29.82,1
1764623387.9713166,20,-58.92,-53.17,6.68,99,0.16217254284885205,6.52,386.77,Jamming,-5.75,1
1764624549.6713166,15,-36.16,-92.47,96.31,0,0.0007137918993841809,238.41,8.52,Normal,56.31,0
1764624804.5713167,6,-42.56,-94.49,96.99,0,0.0004257927765032864,232.7,3.8,Normal,51.93,0
1764624069.1713166,8,-45.77,-90.85,99.29,0,0.0007522094504279852,243.67,1.99,Normal,45.08,0
1764625126.9713166,43,-45.91,-89.57,99.47,0,0.00039187887681463746,256.53,5.44,Normal,43.66,0
1764623813.3713167,39,-45.75,-89.24,96.62,0,0.0008086768260892645,217.26,1.27,Normal,43.48,0
1764624074.6713166,35,-47.45,-88.28,96.12,0,0.0005525585874637753,241.04,8.13,Normal,40.83,0
1764624883.0713167,31,-36.56,-90.06,95.54,0,0.00041091498917502435,264.89,3.4,Normal,53.5,0
1764624775.9713166,35,-51.35,-93.04,95.96,0,0.00024472655368323296,266.74,6.47,Normal,41.68,0
1764624100.1713166,1,-38.22,-88.06,95.39,0,0.00028680668333339623,237.14,8.86,Normal,49.85,0
1764624601.1713166,34,-29.48,-87.66,85.39,4,0.0013533600743333783,300.15,113.37,Spoofing,58.17,2
1764623203.1713166,29,-48.72,-87.97,97.04,0,0.000516362455399146,260.28,7.83,Normal,39.25,0
1764623871.3713167,45,-52.76,-93.62,97.09,0,0.0003127046020569505,250.93,6.19,Normal,40.86,0
1764624672.7713165,17,-29.62,-89.83,85.44,3,0.0031401123358044437,231.6,77.48,Spoofing,60.2,2
1764623970.7713165,42,-66.23,-46.54,7.93,81,0.21127261925471547,2.23,357.36,Jamming,-19.69,1
1764623464.3713167,30,-66.74,-45.75,28.21,99,0.14562242312826965,18.1,185.49,Jamming,-20.99,1
1764624768.7713165,10,-42.51,-84.67,98.12,0,0.0002687693027001178,297.54,3.81,Normal,42.15,0
1764624292.1713166,16,-51.22,-89.27,96.08,0,0.00028349711642047776,206.25,9.63,Normal,38.04,0
1764624301.1713166,32,-30.49,-53.57,22.52,99,0.12025703133886395,0.0,189.56,Jamming,23.08,1
1764625057.5713167,7,-51.23,-89.12,95.9,0,0.0009237145607281682,243.71,6.93,Normal,37.89,0
1764625088.5713167,5,-40.44,-92.18,99.76,0,0.0009478530884825913,260.49,5.62,Normal,51.73,0
1764624169.9713166,40,-53.55,-88.52,99.8,0,0.0004223122320605249,245.39,5.0,Normal,34.98,0
1764623805.2713165,11,-39.77,-89.33,96.49,0,0.0008006666328125854,256.35,2.65,Normal,49.56,0
1764625078.5713167,32,-53.37,-89.75,96.98,0,0.0006883016130275789,242.61,5.45,Normal,36.38,0
1764623684.9713166,8,-41.8,-90.87,96.28,0,0.0008220317851494703,229.33,9.98,Normal,49.07,0
1764623711.3713167,15,-47.02,-92.32,97.83,0,0.0004883720060858337,269.83,7.43,Normal,45.3,0
1764624332.0713167,50,-39.58,-92.58,98.44,0,0.0009424176415800004,248.51,4.53,Normal,52.99,0
1764623429.4713166,7,-44.85,-90.45,99.73,0,0.0004457537588492654,260.4,2.53,Normal,45.6,0
1764623554.0713167,18,-48.0,-60.65,17.25,50,0.2936576501954099,3.11,495.37,Jamming,12.65,1
1764623575.9713166,23,-31.54,-89.72,83.63,9,0.004363315036990259,294.8,131.79,Spoofing,58.18,2
1764623809.9713166,1,-51.17,-88.39,96.07,0,0.0005374048393345233,231.81,9.26,Normal,37.22,0
1764623439.3713167,7,-29.24,-88.99,91.34,8,0.0061171974256026196,303.04,136.03,Spoofing,59.75,2
1764623505.1713166,8,-44.44,-88.2,96.4,0,0.0005874359882339514,257.34,9.54,Normal,43.76,0
1764623154.3713167,25,-41.0,-89.32,95.68,0,0.0008009707491513293,263.54,1.44,Normal,48.33,0
1764624709.6713166,47,-32.78,-88.08,88.31,2,0.008861157073413145,269.49,51.1,Spoofing,55.3,2
1764623935.6713166,7,-47.51,-86.98,95.78,0,0.0005971644971483877,279.45,6.77,Normal,39.46,0
1764623300.3713167,16,-49.41,-88.33,95.03,0,0.00020203537541068064,248.88,8.5,Normal,38.91,0
1764624771.5713167,13,-50.72,-88.95,98.53,0,0.0002563133894530231,250.89,1.2,Normal,38.23,0
1764623611.3713167,35,-57.72,-57.62,13.16,77,0.26948577128056617,3.88,201.01,Jamming,-0.1,1
1764623800.9713166,36,-52.46,-91.88,96.68,0,0.000512552862398111,231.08,6.1,Normal,39.42,0
1764625138.4713166,44,-43.4,-51.05,12.51,71,0.1648269072815439,5.81,426.72,Jamming,7.65,1
1764623575.8713167,19,-50.69,-89.55,96.66,0,0.0008142230379696009,242.75,3.93,Normal,38.86,0
1764625123.8713167,12,-74.04,-42.5,24.87,65,0.15548192043149175,7.65,354.14,Jamming,-31.54,1
1764623622.4713166,48,-56.16,-49.73,17.51,82,0.22684008673623926,4.87,439.57,Jamming,-6.43,1
1764624340.2713165,36,-43.4,-89.56,96.04,0,0.0007807271837091518,242.73,1.07,Normal,46.16,0
1764624425.2713165,8,-42.58,-93.97,95.18,0,0.0008569855151788335,266.76,1.63,Normal,51.39,0
1764624472.4713166,2,-49.42,-88.48,95.95,0,0.0003041422179582574,237.64,7.1,Normal,39.06,0
1764623644.7713165,12,-51.08,-89.67,99.46,0,0.0006932477449423339,236.93,2.46,Normal,38.59,0
1764624813.8713167,18,-52.71,-56.14,1.68,70,0.24164375365026636,7.89,102.24,Jamming,3.43,1
1764625132.1713166,35,-57.33,-60.56,29.99,64,0.21085048294432757,1.99,429.68,Jamming,3.22,1
1764624540.2713165,46,-43.57,-89.52,96.33,0,0.0007958904407462381,301.62,2.56,Normal,45.95,0
1764624595.0713167,48,-44.44,-86.95,98.12,0,0.000956339960644752,249.67,2.15,Normal,42.51,0
1764623295.2713165,42,-40.29,-90.19,98.62,0,0.000949290716447729,229.9,4.95,Normal,49.9,0
1764625127.0713167,45,-40.0,-90.4,99.96,0,0.0006431242981157142,228.69,8.8,Normal,50.4,0
1764624763.9713166,29,-46.4,-92.18,98.64,0,0.0006414540369698849,248.02,1.27,Normal,45.78,0
1764623234.9713166,17,-64.92,-41.85,15.85,59,0.17312924950471717,6.46,285.46,Jamming,-23.07,1
1764623695.4713166,3,-45.47,-90.74,98.38,0,0.0005330503077826366,208.22,1.81,Normal,45.27,0
1764623169.9713166,50,-49.78,-56.46,26.7,59,0.21018151049244121,10.05,313.61,Jamming,6.68,1
1764624333.2713165,8,-34.36,-88.37,99.25,0,0.0001425930838336133,267.04,2.42,Normal,54.01,0
1764624332.5713167,3,-63.09,-51.26,8.67,70,0.111193371654831,12.88,302.72,Jamming,-11.83,1
1764623635.2713165,38,-38.52,-84.59,96.82,0,0.0005376090066190908,261.97,3.79,Normal,46.07,0
1764623244.7713165,30,-35.87,-87.72,98.14,0,0.0008719877733832928,280.11,1.23,Normal,51.85,0
1764623577.4713166,31,-71.72,-50.94,28.79,52,0.20424216874541265,11.3,203.06,Jamming,-20.77,1
1764623387.3713167,35,-45.12,-87.63,95.38,0,0.00045649814501421467,209.7,6.8,Normal,42.5,0
1764624731.8713167,7,-42.38,-90.49,98.41,0,0.0003811738964766509,252.99,9.68,Normal,48.11,0
1764623282.8713167,11,-49.95,-88.51,99.27,0,0.0007617058872650541,264.28,4.19,Normal,38.56,0
1764624847.0713167,3,-71.77,-46.35,10.85,92,0.16544340830730703,17.15,160.19,Jamming,-25.42,1
1764624663.7713165,19,-51.26,-90.78,96.91,0,0.0008565868097537727,247.95,3.58,Normal,39.52,0
1764624277.1713166,1,-52.06,-36.43,2.98,57,0.19856963269626735,12.6,204.84,Jamming,-15.64,1
1764624036.1713166,40,-47.11,-90.26,95.3,0,0.0002202820269040946,234.16,5.68,Normal,43.15,0
1764624479.5713167,41,-32.02,-88.52,87.11,0,0.00876854141383139,147.3,136.29,Spoofing,56.49,2
1764624705.1713166,24,-49.55,-86.57,96.76,0,0.0002846181791240777,273.89,1.08,Normal,37.01,0
1764624309.0713167,34,-52.37,-43.12,16.25,95,0.12419681692054817,5.82,176.53,Jamming,-9.25,1
1764624084.0713167,26,-39.75,-91.84,96.99,0,0.0008286109158123937,268.51,5.77,Normal,52.1,0
1764624768.4713166,14,-37.92,-88.89,97.56,0,0.0003368443770479324,252.22,8.6,Normal,50.97,0
1764623219.0713167,35,-47.94,-87.22,98.75,0,0.0003184572713094572,247.77,6.15,Normal,39.28,0
1764625078.3713167,36,-37.42,-89.66,97.57,0,0.0009037277309217753,255.45,10.0,Normal,52.23,0
1764624153.9713166,33,-61.82,-50.33,24.13,92,0.11492913248972525,5.15,360.24,Jamming,-11.49,1
1764624739.1713166,16,-51.91,-90.31,96.65,0,0.0002684185011491427,262.37,5.3,Normal,38.4,0
1764625077.3713167,11,-42.35,-90.56,98.11,0,0.0006791860461531103,263.95,5.19,Normal,48.21,0
1764624590.1713166,29,-32.08,-89.7,92.92,8,0.002749478576824832,218.12,68.13,Spoofing,57.62,2
1764624537.2713165,28,-59.55,-44.07,26.25,85,0.18394173495220206,9.65,287.9,Jamming,-15.47,1
1764623493.2713165,5,-41.87,-90.07,97.95,0,0.00030751655523860534,262.53,6.88,Normal,48.2,0
1764623636.7713165,19,-52.81,-90.99,99.35,0,0.00032120846200403336,248.44,3.56,Normal,38.18,0
1764623643.3713167,45,-45.24,-91.17,96.04,0,0.0009252688227212681,244.75,7.63,Normal,45.93,0
1764623903.7713165,39,-44.81,-89.77,96.98,0,0.00016246996403545866,237.66,9.25,Normal,44.96,0
1764623751.0713167,15,-48.11,-88.45,95.4,0,0.0009818276402468252,267.71,2.61,Normal,40.34,0
1764623385.7713165,49,-51.72,-54.27,9.4,67,0.25901549385717126,7.03,110.66,Jamming,2.55,1
1764624513.4713166,33,-56.01,-88.26,96.09,0,0.0005935002670241127,256.01,3.34,Normal,32.25,0
1764624283.6713166,49,-56.85,-90.21,98.95,0,0.0002710562372171433,284.8,9.9,Normal,33.36,0
1764623303.5713167,16,-42.75,-89.43,98.74,0,0.0006815829749537209,303.68,2.16,Normal,46.68,0
1764624573.9713166,31,-30.16,-90.79,80.19,7,0.004433922310983456,277.28,62.2,Spoofing,60.63,2
1764623179.3713167,47,-40.34,-92.38,98.34,0,0.00016846025120938586,209.01,2.52,Normal,52.03,0
1764623772.7713165,41,-51.99,-87.73,96.9,0,0.0004958929647488809,222.97,2.37,Normal,35.74,0
1764624561.4713166,13,-39.39,-92.81,97.41,0,0.0005260335198163266,261.85,6.2,Normal,53.42,0
